subID,blocknum,contrast,muscle_used,perf,rt,evshowtime,respLR,corrLR,TiltSSVEP
1,1,0.14,44,1,1.13381709999976,1.34257230000003,1,1,1
1,1,0.14,44,2,1.26375000000007,1.47201150000001,2,1,2
1,1,0.07,44,1,1.23129359999984,1.43702810000013,1,1,2
1,1,0.14,4,2,1.26311239999995,1.47231359999932,1,2,1
1,1,0.07,4,2,1.48719280000023,1.6960852000002,2,1,2
1,1,0.07,4,2,0.311231199999384,0.800934500000039,1,2,2
1,1,0.07,4,2,0.803293199999644,1.01254100000006,2,1,2
1,1,0.07,4,2,1.20676220000041,1.41354940000019,2,1,2
1,1,0.14,4,2,1.13408720000007,1.34253569999964,2,1,1
1,1,0.07,4,4,NaN,2.01397539999925,0,1,2
1,1,0.14,4,1,0.215258100000028,0.801030800000262,1,1,1
1,1,0.07,4,1,0.980708099999902,1.18967900000007,2,2,2
1,1,0.14,4,1,0.886989999999969,1.09559150000041,2,2,1
1,1,0.14,4,1,0.839445599999635,1.04799319999984,2,2,2
1,1,0.14,4,1,0.556988199999978,0.8009248999997,1,1,2
1,1,0.14,4,1,1.26314269999966,1.47224059999917,2,2,2
1,1,0.07,4,6,1.65506550000009,1.86101620000045,2,1,2
1,1,0.07,4,2,0.53312889999961,0.800579699999616,1,2,1
1,1,0.14,4,2,1.15720210000018,1.36628490000021,2,1,2
1,1,0.14,44,1,0.886497800000143,1.09563660000003,2,2,1
1,1,0.14,44,1,1.22018649999973,1.42523820000042,2,2,2
1,1,0.07,44,1,1.23972479999975,1.44870300000002,2,2,2
1,1,0.14,44,1,1.22812449999947,1.43690059999972,1,1,2
1,1,0.14,44,6,1.56997909999973,1.77850500000022,2,2,2
1,1,0.07,44,1,1.15732349999962,1.36638930000026,1,1,1
1,1,0.14,44,1,1.4524080000001,1.66073450000022,1,1,1
1,1,0.07,44,1,1.38155359999928,1.5899703999994,1,1,1
1,1,0.14,44,1,1.22813299999962,1.43701209999927,2,2,2
1,1,0.07,44,2,1.43995489999998,1.64893920000031,1,2,1
1,1,0.14,44,1,0.828817000000527,1.03641960000004,2,2,1
1,1,0.07,44,2,0.921928900000239,1.13083939999979,2,1,2
1,1,0.07,44,2,1.46351400000003,1.67216950000056,1,2,1
1,1,0.07,44,6,1.61794889999965,1.82567240000026,2,2,1
1,1,0.07,44,1,1.27449069999966,1.4839936999997,1,1,1
1,1,0.07,44,1,1.49882699999944,1.70769709999968,1,1,2
1,2,0.07,44,1,0.8867694999999,1.09528589999991,1,1,2
1,2,0.14,44,4,NaN,2.01431979999961,0,2,1
1,2,0.07,44,1,1.36938790000022,1.5784635,1,1,2
1,2,0.14,44,1,1.45200430000023,1.66066460000002,2,2,1
1,2,0.07,44,1,1.39320859999953,1.60186369999974,2,2,2
1,2,0.14,44,1,1.36933200000021,1.57811570000013,1,1,2
1,2,0.07,44,1,0.897715600000083,1.10704700000042,2,2,2
1,2,0.07,44,1,1.22865040000033,1.43693640000038,1,1,2
1,2,0.14,44,1,1.14548560000003,1.35472500000014,2,2,2
1,2,0.14,44,1,1.46400910000011,1.67244889999984,2,2,1
1,2,0.14,44,1,1.07485940000061,1.28387340000063,2,2,2
1,2,0.07,44,6,1.81656430000021,2.01351479999994,1,1,1
1,2,0.14,44,1,1.28675790000034,1.49556470000061,1,1,1
1,2,0.14,44,1,1.03996980000011,1.24862190000022,1,1,2
1,2,0.14,44,1,0.803866700000071,1.01290940000035,2,2,2
1,2,0.14,44,1,1.00425309999991,1.21300729999984,1,1,2
1,2,0.07,4,1,1.33440229999997,1.54266259999986,2,2,2
1,2,0.14,4,1,0.961229899999125,1.16606769999999,1,1,2
1,2,0.07,4,2,1.44033130000025,1.64902369999982,1,2,1
1,2,0.14,4,1,1.20449240000016,1.41330010000001,1,1,1
1,2,0.14,4,1,1.03975140000057,1.24847870000031,2,2,2
1,2,0.14,4,1,0.980578900000182,1.18932210000003,1,1,1
1,2,0.14,4,1,0.864267400000244,1.07177010000032,2,2,1
1,2,0.07,4,6,1.95812920000026,2.01418620000004,2,1,2
1,2,0.14,4,1,0.686299699999836,0.895332600000074,2,2,2
1,2,0.14,4,1,1.48729780000031,1.69588960000056,1,1,1
1,2,0.14,4,1,0.898185199999716,1.10740149999947,2,2,2
1,2,0.14,4,1,1.2983076999999,1.50746029999937,2,2,2
1,2,0.07,4,1,0.639087599999584,0.848013499999979,2,2,1
1,2,0.14,4,1,0.596577200000866,0.812739600000896,2,2,2
1,2,0.07,4,1,0.94517900000028,1.15410479999991,1,1,2
1,2,0.07,4,1,1.25200039999982,1.46066069999961,2,2,2
1,2,0.14,44,1,1.01629369999955,1.22485090000009,2,2,1
1,2,0.07,44,6,1.97032260000015,2.01400130000002,2,2,1
1,2,0.07,44,1,1.46364919999996,1.67269609999948,1,1,1
1,2,0.14,44,6,1.73439009999947,1.94334899999922,1,2,2
1,2,0.14,44,6,1.52285639999991,1.73132749999968,1,1,2
1,2,0.07,44,6,1.93455679999988,2.02586729999985,1,1,1
1,2,0.07,44,1,0.487484599999334,0.801255899999887,2,2,2
1,2,0.07,44,4,NaN,2.01401630000055,0,2,2
1,2,0.14,44,1,0.887404799999786,1.09532820000004,1,1,1
1,2,0.07,44,1,0.886688399999912,1.09552390000044,1,1,1
1,2,0.14,44,1,0.862911500000337,1.07165429999986,1,1,1
1,2,0.14,44,2,0.344543399999566,0.812587200000053,2,1,2
1,2,0.07,44,1,0.831086099999993,1.03661830000055,1,1,1
1,2,0.07,44,1,0.332434699999794,0.800598900000296,2,2,2
1,2,0.14,44,1,0.92198290000033,1.13070510000034,1,1,2
1,2,0.07,44,1,0.709422300000369,0.918629599999804,1,1,2
1,2,0.14,4,1,0.945358199999646,1.15425520000008,1,1,2
1,2,0.07,4,2,0.968638100000135,1.17801809999946,1,2,1
1,2,0.14,4,1,0.934650399999555,1.14227709999977,1,1,1
1,2,0.07,4,6,1.56919240000025,1.77804749999996,2,2,1
1,2,0.07,4,1,1.11263539999982,1.31890420000036,1,1,2
1,2,0.07,4,1,0.462362400000529,0.800733500000206,2,2,2
1,2,0.14,4,1,0.818420300000071,1.02441590000035,2,2,1
1,2,0.07,4,1,0.980560499999228,1.18974789999993,1,1,1
1,2,0.07,4,2,0.535439399999632,0.800906299999951,2,1,1
1,2,0.07,4,2,1.29885060000015,1.50762399999985,2,1,2
1,2,0.07,4,1,0.686698299999989,0.895373199999995,1,1,1
1,2,0.14,4,1,0.897688799999742,1.10700730000008,2,2,2
1,2,0.07,4,1,0.862341600000036,1.07173719999992,2,2,1
1,2,0.14,4,1,0.850695500000256,1.05999520000023,2,2,1
1,2,0.14,4,1,0.674680999999509,0.883347699999831,1,1,2
1,2,0.07,4,1,0.886467799999991,1.09546909999972,2,2,2
1,2,0.07,44,1,1.42821219999951,1.63714340000024,2,2,1
1,2,0.07,44,1,1.4281220999992,1.6370465,2,2,1
1,2,0.14,44,6,1.54640569999992,1.75482139999986,1,1,1
1,2,0.07,44,4,NaN,2.01395520000005,0,1,1
1,2,0.07,44,6,1.76996620000045,1.97851960000025,2,2,1
1,2,0.07,44,6,1.60512579999977,1.81369389999963,1,2,1
1,2,0.07,44,1,1.41597720000027,1.62522350000017,1,1,1
1,2,0.14,44,6,1.6162075000002,1.82515330000024,1,1,1
1,2,0.14,44,1,0.851233700000193,1.06001860000015,2,2,1
1,2,0.07,44,1,1.36960080000063,1.57847480000055,2,2,2
1,2,0.07,44,1,1.07512319999933,1.28387669999938,1,1,2
1,2,0.14,44,1,1.25172310000016,1.46033269999953,1,1,2
1,2,0.07,44,1,1.33536999999978,1.54298890000064,2,2,2
1,2,0.07,44,1,1.34570369999983,1.55458829999952,2,2,2
1,2,0.14,44,2,0.909826799999792,1.11900789999981,1,2,2
1,2,0.14,44,1,1.06319809999968,1.27218859999994,1,1,1
1,2,0.07,4,1,1.00400220000029,1.21303080000052,1,1,2
1,2,0.14,4,1,0.945488299999852,1.15419980000024,1,1,1
1,2,0.14,4,1,0.886148100000355,1.09526210000058,2,2,1
1,2,0.14,4,1,1.19250329999977,1.40192639999987,1,1,1
1,2,0.07,4,1,0.99267349999991,1.20158400000037,2,2,2
1,2,0.14,4,1,1.06297030000042,1.27209070000026,1,1,1
1,2,0.07,4,2,1.32248190000064,1.53099230000043,1,2,2
1,2,0.14,4,2,0.45079480000004,0.800922899999932,1,2,1
1,2,0.07,4,1,1.12226269999974,1.33090449999963,1,1,1
1,2,0.14,4,1,0.816472700000304,1.02468970000064,2,2,2
1,2,0.14,4,1,0.921490400000039,1.13064209999993,1,1,1
1,2,0.14,4,1,1.32245469999998,1.5311972999998,2,2,1
1,2,0.14,4,1,0.711016600000221,0.918676899999809,2,2,2
1,2,0.07,4,2,0.968810100000155,1.17761280000013,1,2,1
1,2,0.14,4,1,1.36951750000026,1.57815519999986,1,1,2
1,2,0.07,4,1,1.34622260000015,1.55461720000039,1,1,1
1,2,0.07,44,1,1.11056889999963,1.31921220000004,1,1,1
1,2,0.14,44,1,1.06299540000055,1.2722203000003,2,2,2
1,2,0.14,44,1,1.0045841000001,1.21335679999993,2,2,1
1,2,0.14,44,1,0.851031500000317,1.05996300000061,2,2,2
1,2,0.14,44,1,0.992805199999566,1.20152859999962,1,1,2
1,2,0.07,44,1,1.09858689999965,1.30715130000044,1,1,2
1,2,0.07,44,2,1.29856819999986,1.50765379999939,2,1,2
1,2,0.14,44,1,1.35750009999992,1.56641839999975,2,2,1
1,2,0.07,44,6,1.51051530000041,1.71953510000003,1,2,1
1,2,0.07,44,1,1.25180889999956,1.46041569999943,2,2,1
1,2,0.14,44,6,1.51026340000044,1.71942889999991,2,2,2
1,2,0.14,44,1,0.827736399999594,1.03681340000003,2,2,1
1,2,0.14,44,1,0.923221799999737,1.13075599999956,1,1,1
1,2,0.07,44,1,1.17051910000009,1.37823190000017,2,2,1
1,2,0.07,44,6,1.80532260000018,2.0140306000003,1,1,2
1,2,0.14,44,6,1.65179199999966,1.8611633999999,1,1,1
1,2,0.07,4,1,1.14572520000002,1.35453529999995,1,1,2
1,2,0.14,4,1,1.07507740000074,1.28384200000073,1,1,2
1,2,0.14,4,1,1.09876890000032,1.3073844999999,1,1,2
1,2,0.07,4,6,1.65236800000002,1.86097500000051,1,1,1
1,2,0.14,4,1,1.16861659999995,1.3780999999999,1,1,2
1,2,0.07,4,6,1.58154130000003,1.79033580000032,1,1,2
1,2,0.07,4,1,1.49920190000012,1.70777100000032,1,1,1
1,2,0.07,4,1,1.25112609999996,1.46033230000012,1,1,2
1,2,0.07,4,1,1.11021530000016,1.31907779999983,2,2,1
1,2,0.14,4,1,1.46339210000042,1.67266250000011,1,1,2
1,2,0.07,4,6,1.66476899999998,1.87259350000022,1,1,1
1,2,0.14,4,1,0.9802909,1.18956040000012,2,2,1
1,2,0.07,4,2,1.29844299999968,1.50769409999975,1,2,2
1,2,0.07,4,1,1.42833079999946,1.63722939999934,2,2,1
1,2,0.07,4,6,1.9471324999995,2.01410820000001,1,2,2
1,2,0.14,4,1,0.981016199999431,1.18963509999958,2,2,1
1,3,0.14,4,1,0.863843600000109,1.0716766000005,1,1,2
1,3,0.07,4,6,1.91149389999919,2.01413889999912,2,2,2
1,3,0.07,4,6,1.64084540000022,1.84938990000046,1,2,2
1,3,0.07,4,2,1.35740869999972,1.56632809999974,1,2,1
1,3,0.07,4,1,1.48785899999984,1.69587429999956,2,2,2
1,3,0.07,4,6,1.73402999999962,1.94330900000023,2,1,2
1,3,0.07,4,1,1.14554459999999,1.35443910000049,2,2,2
1,3,0.07,4,1,1.1093075000008,1.31862910000018,2,2,1
1,3,0.07,4,1,1.2526871,1.46016789999976,2,2,2
1,3,0.14,4,1,1.05124290000003,1.26047299999937,2,2,1
1,3,0.14,4,1,1.06321260000004,1.2720405,2,2,1
1,3,0.07,4,1,1.06359180000072,1.27192470000045,1,1,2
1,3,0.14,4,1,1.10998569999992,1.31916379999984,1,1,2
1,3,0.07,4,2,1.46341940000002,1.67243969999981,2,1,2
1,3,0.14,4,1,1.29913810000016,1.50759659999949,1,1,2
1,3,0.14,4,1,0.968843900000138,1.17741990000013,1,1,1
1,3,0.14,44,1,1.21686599999975,1.42527599999994,1,1,1
1,3,0.07,44,6,1.61675649999961,1.82557469999938,2,2,2
1,3,0.14,44,1,0.839464399999997,1.04827290000048,1,1,2
1,3,0.14,44,2,0.830865500000073,1.03664490000028,1,2,1
1,3,0.07,44,6,1.62882440000067,1.8374203000003,1,1,2
1,3,0.14,44,1,0.815671800000018,1.02456540000003,2,2,2
1,3,0.07,44,1,1.35707199999979,1.56620879999991,2,2,1
1,3,0.07,44,6,1.55851040000016,1.76688460000059,2,2,1
1,3,0.07,44,1,0.886379499999748,1.0952127999999,1,1,1
1,3,0.07,44,1,1.02810079999927,1.23699439999928,1,1,1
1,3,0.07,44,6,1.6281484000001,1.8371460999997,2,2,2
1,3,0.14,44,1,1.32220729999972,1.53100019999965,2,2,1
1,3,0.07,44,1,1.02804779999951,1.23664779999945,1,1,1
1,3,0.14,44,1,0.992397299999539,1.20125009999992,2,2,2
1,3,0.14,44,1,0.862720399999489,1.07181279999986,2,2,2
1,3,0.14,44,1,1.02798449999955,1.23658319999959,2,2,2
1,3,0.07,4,1,1.01615260000017,1.22478789999968,1,1,1
1,3,0.07,4,1,1.08666379999977,1.29544160000023,1,1,1
1,3,0.14,4,1,0.980353599999944,1.18932500000028,1,1,2
1,3,0.14,4,1,0.79211260000011,1.00100060000022,2,2,2
1,3,0.14,4,1,0.724880899999334,0.930443599999307,1,1,2
1,3,0.14,4,1,1.00417969999944,1.21315159999995,2,2,2
1,3,0.14,4,1,1.0751293000003,1.28398329999982,2,2,2
1,3,0.07,4,1,0.815472299999783,1.02435640000022,2,2,2
1,3,0.14,4,1,0.992142699999931,1.20135449999998,2,2,2
1,3,0.14,4,1,0.850756700000602,1.06030250000003,1,1,1
1,3,0.07,4,1,1.00437969999984,1.21312990000024,1,1,1
1,3,0.14,4,1,0.839268499999889,1.04793079999945,2,2,1
1,3,0.07,4,1,1.25192320000042,1.4605419999998,1,1,2
1,3,0.07,4,1,1.03920019999987,1.2484359,2,2,1
1,3,0.14,4,1,0.75722130000031,0.965911700000106,2,2,1
1,3,0.14,4,1,1.38134609999997,1.58998379999957,2,2,2
1,3,0.07,44,1,1.31042330000037,1.51924550000058,2,2,2
1,3,0.14,44,1,0.957321900000352,1.16602619999958,2,2,1
1,3,0.14,44,1,0.992634500000349,1.20153320000009,2,2,1
1,3,0.07,44,1,1.0752878000003,1.28369399999974,1,1,1
1,3,0.07,44,1,0.88648700000067,1.09520650000013,2,2,1
1,3,0.14,44,1,1.10967230000006,1.31906139999955,2,2,2
1,3,0.14,44,1,0.88718979999976,1.09536299999945,2,2,1
1,3,0.07,44,1,1.18125880000025,1.3897949000002,1,1,1
1,3,0.14,44,1,1.07535040000039,1.28398759999982,1,1,2
1,3,0.07,44,6,1.60601459999998,1.81364350000058,2,2,1
1,3,0.14,44,1,1.09874149999996,1.30750649999936,1,1,2
1,3,0.07,44,1,0.842910400000619,1.04821470000024,1,1,1
1,3,0.14,44,1,0.910271700000521,1.11888820000058,2,2,1
1,3,0.14,44,1,0.815700400000424,1.02486940000017,1,1,1
1,3,0.07,44,1,1.03975790000004,1.24843239999973,2,2,2
1,3,0.14,44,1,1.00474719999966,1.21303059999991,1,1,1
1,3,0.14,4,1,0.945861299999706,1.15423409999948,2,2,2
1,3,0.07,4,1,0.804063999999926,1.01270479999948,1,1,1
1,3,0.14,4,1,0.721557299999404,0.930313500000011,2,2,1
1,3,0.14,4,1,1.12219990000085,1.33099500000026,1,1,1
1,3,0.14,4,1,1.13331720000042,1.34258930000033,2,2,1
1,3,0.14,4,1,0.933857699999862,1.1425263000001,1,1,1
1,3,0.07,4,1,0.686167099999693,0.895062399999915,2,2,2
1,3,0.14,4,1,0.815697,1.02479379999932,2,2,1
1,3,0.14,4,1,0.921914999999899,1.13076910000018,1,1,2
1,3,0.07,4,1,1.11051810000026,1.31921359999978,1,1,2
1,3,0.07,4,1,1.04020620000028,1.24838699999964,1,1,2
1,3,0.14,4,1,0.890063200000441,1.09554540000045,1,1,2
1,3,0.14,4,1,0.651268000000528,0.859750100000383,2,2,2
1,3,0.07,4,2,1.02757620000011,1.23658550000073,2,1,2
1,3,0.07,4,1,0.839710100000048,1.04824350000035,1,1,1
1,3,0.14,4,1,1.12179120000019,1.33081260000017,2,2,1
1,3,0.07,44,2,0.933723500000269,1.1422505999999,1,2,2
1,3,0.07,44,5,0.968737099999998,1.17766500000016,2,1,1
1,3,0.14,44,1,0.886170699999639,1.09548219999942,1,1,1
1,3,0.07,44,1,0.933510200000455,1.14227380000011,1,1,1
1,3,0.07,44,1,1.00386230000004,1.21304400000008,2,2,1
1,3,0.14,44,1,0.992934300000343,1.20137180000074,1,1,1
1,3,0.14,44,1,0.792053999999553,1.00116689999959,1,1,2
1,3,0.14,44,6,1.58094560000063,1.79024340000069,1,1,1
1,3,0.14,44,1,0.897919899999579,1.10696000000007,1,1,2
1,3,0.07,44,2,0.899988699999994,1.10710199999994,1,2,2
1,3,0.14,44,1,0.92109470000014,1.13064889999987,2,2,1
1,3,0.14,44,1,1.09812810000039,1.3073672999999,2,2,2
1,3,0.07,44,6,1.79532620000009,2.00227879999966,2,2,2
1,3,0.07,44,1,1.0158836999999,1.22480139999971,1,1,2
1,3,0.07,44,6,1.64036099999976,1.84903759999997,2,2,2
1,3,0.07,44,1,1.11002780000035,1.31889150000006,1,1,2
1,3,0.07,4,1,1.43986550000045,1.64872660000037,2,2,1
1,3,0.14,4,1,1.13369479999983,1.34264970000004,1,1,1
1,3,0.07,4,2,1.46364119999998,1.67244570000003,2,1,1
1,3,0.14,4,1,0.792195799999718,1.00125979999939,1,1,1
1,3,0.07,4,1,0.686805999999706,0.895160199999737,1,1,1
1,3,0.14,4,1,0.79270120000001,1.00107679999928,2,2,2
1,3,0.07,4,1,1.42832870000075,1.63722340000004,2,2,1
1,3,0.14,4,1,0.827201399999467,1.03625980000015,1,1,1
1,3,0.14,4,6,1.65239109999948,1.86085980000007,1,1,2
1,3,0.14,4,2,0.722076899999593,0.930398200000127,2,1,1
1,3,0.07,4,1,1.27532679999968,1.48383469999953,2,2,1
1,3,0.07,4,1,1.03954390000035,1.24842780000017,1,1,2
1,3,0.07,4,1,0.768332599999667,0.977865400000155,2,2,1
1,3,0.07,4,1,0.746053599999868,0.953883199999837,2,2,2
1,3,0.07,4,1,0.851231600000574,1.05997650000063,1,1,1
1,3,0.07,4,1,0.957076799999413,1.16619649999939,2,2,1
1,3,0.14,44,1,1.08721390000028,1.29547449999973,1,1,1
1,3,0.14,44,1,1.13383559999966,1.34263349999947,2,2,1
1,3,0.07,44,6,1.69943770000009,1.90786979999939,2,2,1
1,3,0.14,44,1,1.42846220000047,1.63702590000048,1,1,2
1,3,0.14,44,1,0.792657200000576,1.00093300000026,2,2,2
1,3,0.07,44,1,0.886810199999672,1.09551509999983,1,1,2
1,3,0.07,44,1,1.22777810000025,1.43714350000027,2,2,1
1,3,0.07,44,1,1.33368010000049,1.54299720000017,1,1,2
1,3,0.07,44,1,0.804154299999936,1.01295699999991,2,2,1
1,3,0.07,44,1,0.94535359999918,1.15415639999992,1,1,2
1,3,0.14,44,1,0.650375499999427,0.859693399999742,1,1,1
1,3,0.07,44,1,0.756768700000066,0.965767300000152,1,1,2
1,3,0.14,44,1,0.309582599999885,0.800810499999898,2,2,2
1,3,0.07,44,1,0.874606200000017,1.08358099999987,1,1,2
1,3,0.14,44,1,0.910579399999733,1.11876740000025,1,1,2
1,3,0.14,44,1,1.13319739999952,1.3426744999997,1,1,2
1,4,0.07,44,1,0.921885099999599,1.13081039999997,2,2,1
1,4,0.07,44,1,0.98057289999997,1.18942100000004,1,1,2
1,4,0.07,44,1,1.05112139999983,1.26002289999997,1,1,1
1,4,0.07,44,1,0.851049099999727,1.06004099999973,2,2,1
1,4,0.14,44,1,0.639131599999928,0.848150700000588,1,1,2
1,4,0.07,44,1,1.33585940000012,1.54270150000048,2,2,2
1,4,0.14,44,1,1.25531469999987,1.46049909999965,2,2,2
1,4,0.07,44,1,1.21594219999952,1.42495039999994,1,1,2
1,4,0.14,44,1,0.94835090000015,1.15417890000026,1,1,1
1,4,0.07,44,1,1.0517119999995,1.26042760000018,1,1,2
1,4,0.14,44,1,0.968841300000349,1.17813320000005,2,2,2
1,4,0.07,44,1,1.24008529999992,1.44874299999992,1,1,2
1,4,0.14,44,1,0.924042900000131,1.13060419999965,2,2,1
1,4,0.14,44,1,1.12202739999975,1.33097989999987,1,1,1
1,4,0.14,44,1,0.980915300000561,1.18953469999997,1,1,2
1,4,0.14,44,1,0.831963600000563,1.03660650000074,1,1,1
1,4,0.14,4,1,0.698789699999907,0.907042799999545,2,2,2
1,4,0.07,4,1,1.36992829999963,1.57831399999941,1,1,2
1,4,0.14,4,1,0.697755500000312,0.906600799999978,1,1,2
1,4,0.14,4,1,0.769029399999454,0.977615299999343,2,2,1
1,4,0.14,4,1,0.638609599999654,0.847720699999627,1,1,2
1,4,0.07,4,1,0.968663300000117,1.17772929999956,1,1,1
1,4,0.07,4,2,0.839706800000386,1.0483006000004,1,2,1
1,4,0.14,4,3,-0.00637519999963843,0.801069000000098,1,2,1
